server_id,location,timestamp,cpu_usage,memory_usage,disk_usage,network_latency,power_consumption,temperature,fan_speed,error_logs_count,last_maintenance,operating_system,uptime_days,server_load,redundancy_level,predictive_risk,server_age,failure_event,maintenance_action
522c5515,Asia-Pacific,2024-08-03 02:35:51.054196,48.95,51.45,25.69,22.68,456.29,32.73,3488,6,2024-07-14 02:35:51.054196,Ubuntu Server,185,30.46,High,0.67,5,1,Upgrade RAM
fb233f3f,Asia-Pacific,2025-01-03 23:44:43.852018,61.07,53.4,55.36,13.55,306.07,35.36,3915,5,2024-09-17 23:44:43.852018,MacOS,266,45.9,High,0.53,1,0,None
43dca980,US-East,2024-08-16 16:04:52.186574,46.86,55.32,41.84,7.85,313.21,51.84,1005,5,2024-03-21 16:04:52.186574,Red Hat,50,83.62,Medium,0.82,7,0,Software Update
b47c9b80,EU-West,2025-01-20 23:22:52.751364,61.7,94.56,65.73,19.73,472.26,41.32,1674,2,2024-11-01 23:22:52.751364,Red Hat,293,49.47,High,0.82,5,1,Check Network
cb350ced,Asia-Pacific,2025-01-17 08:23:46.923464,66.13,53.67,46.04,23.27,296.87,35.89,2846,5,2024-09-02 08:23:46.923464,MacOS,279,59.08,Medium,0.9,8,1,Replace Fan
89f9be2b,EU-West,2025-02-20 06:35:02.148772,58.08,40.85,37.16,19.07,262.48,23.65,2541,1,2024-12-21 06:35:02.148772,Windows,275,40.73,Low,0.74,7,1,Replace Fan
70a19d98,EU-West,2025-01-10 01:36:28.524978,48.29,58.05,52.72,23.76,258.14,46.16,4360,5,2024-10-19 01:36:28.524978,Windows,151,79.48,High,0.92,9,0,Check Network
79e8d011,US-East,2024-05-01 20:32:31.235401,53.59,49.34,90.41,14.23,474.74,35.77,3789,6,2024-01-18 20:32:31.235401,Red Hat,122,41.85,Low,0.59,3,1,None
c64dec1b,US-East,2024-10-07 11:18:02.929419,60.68,81.45,88.27,17.01,405.53,54.78,4340,5,2024-06-11 11:18:02.929419,Windows,93,80.57,Low,1.0,9,1,Upgrade RAM
39652955,US-West,2024-06-30 19:22:30.300608,57.64,76.82,23.65,28.31,264.08,32.5,1233,5,2024-04-29 19:22:30.300608,Linux,185,83.87,Medium,0.75,5,0,Replace Fan
1b1f931e,US-West,2024-07-03 22:58:22.639726,50.56,68.22,41.62,19.52,228.37,30.57,3738,5,2024-06-28 22:58:22.639726,Windows,277,45.25,Medium,0.85,8,1,Replace Fan
acf8598b,US-West,2024-04-27 12:19:24.019947,58.7,59.73,52.85,21.03,358.02,39.21,1963,10,2023-12-03 12:19:24.019947,Windows,132,75.16,Low,1.0,10,1,Replace Disk
47410bae,US-West,2025-03-17 06:56:29.364006,74.92,65.38,94.77,21.31,449.78,49.79,2491,4,2025-02-21 06:56:29.364006,Windows,347,51.83,High,0.95,7,1,Software Update
a9789acc,US-East,2024-09-08 14:27:29.602090,33.45,64.18,94.23,22.13,462.24,37.23,4270,2,2024-04-07 14:27:29.602090,Ubuntu Server,128,36.95,High,0.58,4,1,None
b0b182b7,US-West,2025-01-26 15:44:42.549470,15.76,61.6,34.87,19.42,294.86,41.14,3039,3,2024-11-16 15:44:42.549470,Red Hat,273,24.46,High,0.42,2,0,None
cf7a9766,US-East,2025-01-07 21:30:52.357156,62.88,66.93,80.64,8.37,308.9,45.21,1734,5,2024-11-08 21:30:52.357156,Linux,107,30.07,Low,1.0,10,1,Check Network
9e999b85,US-East,2024-11-27 22:07:00.069393,50.4,70.35,77.69,20.29,213.27,51.54,3792,4,2024-11-21 22:07:00.069393,Linux,110,49.44,High,0.61,2,1,Replace Fan
85637695,Asia-Pacific,2025-01-21 05:46:53.872228,55.27,60.77,54.67,10.78,442.85,31.97,2836,4,2024-09-07 05:46:53.872228,Linux,281,76.4,High,0.9,9,1,Check Network
6db4ed2b,EU-West,2024-06-19 18:07:44.493288,94.33,69.66,94.38,14.96,344.78,37.23,3121,5,2024-03-18 18:07:44.493288,Ubuntu Server,47,28.12,High,1.0,10,1,Upgrade RAM
15876340,EU-West,2024-11-08 22:26:58.552187,64.9,52.41,81.14,18.89,487.15,33.09,4413,5,2024-08-20 22:26:58.552187,Ubuntu Server,285,83.13,Medium,0.63,3,0,Upgrade RAM
288f417c,US-West,2024-04-18 14:29:00.506490,27.68,47.53,33.32,15.52,285.74,37.01,1655,3,2023-12-21 14:29:00.506490,Windows,276,45.18,High,0.43,2,0,None
519f0217,Asia-Pacific,2025-01-14 13:05:47.461748,40.95,42.87,53.26,24.67,393.01,45.67,4462,8,2024-11-19 13:05:47.461748,Linux,216,32.14,High,0.72,6,0,Upgrade RAM
49521c53,Asia-Pacific,2025-03-21 06:00:40.737615,56.45,58.19,29.67,20.4,379.77,42.09,4756,5,2025-01-18 06:00:40.737615,Windows,17,29.69,Medium,0.69,4,1,Replace Fan
d64aa212,US-East,2024-07-10 00:45:49.059426,49.32,62.87,31.18,22.36,275.62,23.67,4243,4,2024-06-14 00:45:49.059426,Windows,362,21.63,Medium,0.86,9,1,Upgrade RAM
3c86518e,EU-West,2024-04-27 06:51:57.462642,43.32,54.97,46.25,27.15,234.44,20.83,4871,4,2023-11-08 06:51:57.462642,Ubuntu Server,82,31.4,Medium,0.66,6,1,Replace Fan
68267612,Asia-Pacific,2024-04-09 06:50:13.417373,57.51,73.78,83.2,28.13,372.25,40.55,1446,6,2024-03-20 06:50:13.417373,Windows,172,75.76,High,0.87,7,1,Software Update
a9b72cfa,Asia-Pacific,2024-06-23 20:11:21.481760,68.09,62.11,84.92,20.1,384.96,58.15,3791,4,2024-04-23 20:11:21.481760,Windows,118,29.18,High,0.74,3,0,Replace Fan
dbfcacf9,US-East,2025-01-28 02:22:31.843793,34.46,61.06,30.99,18.05,366.16,43.15,3939,1,2024-10-22 02:22:31.843793,Windows,169,57.14,High,0.59,4,1,None
b1b01011,US-West,2025-01-26 11:46:19.998700,70.33,37.82,26.79,16.75,313.99,62.07,2197,7,2024-11-29 11:46:19.998700,Ubuntu Server,3,41.29,Medium,0.77,4,1,Replace Fan
c213583f,Asia-Pacific,2025-02-11 18:54:24.539603,40.75,71.7,57.06,18.29,348.37,23.15,2740,3,2024-11-24 18:54:24.539603,MacOS,94,25.83,High,0.64,5,1,Software Update
de7ba992,Asia-Pacific,2024-06-13 11:40:30.181600,25.76,70.38,33.02,13.09,324.03,37.33,2388,1,2024-02-21 11:40:30.181600,Ubuntu Server,3,79.72,High,0.86,10,1,Replace Fan
1e867fbb,Asia-Pacific,2025-02-09 21:12:05.556139,51.49,69.15,36.28,27.39,299.93,36.32,4939,3,2024-12-08 21:12:05.556139,Linux,39,44.65,Low,0.67,4,0,Replace Disk
09ae8615,US-East,2024-05-12 02:20:07.994900,51.55,81.43,87.1,20.77,202.47,59.89,4084,6,2024-03-20 02:20:07.994900,Linux,198,60.43,Medium,1.0,10,1,Upgrade RAM
0f52ba40,US-West,2024-07-05 20:49:06.610248,65.67,62.53,66.77,16.23,304.09,38.12,4740,9,2024-05-03 20:49:06.610248,Linux,165,61.58,Low,0.64,2,1,Replace Disk
c156794a,US-East,2024-06-28 03:43:41.627655,65.19,51.42,87.19,21.13,240.24,31.51,4750,4,2024-04-06 03:43:41.627655,Red Hat,363,28.0,High,0.67,4,1,Upgrade RAM
c7a868a0,Asia-Pacific,2025-01-20 18:51:18.437330,33.75,53.99,46.12,14.14,260.19,36.75,4603,1,2024-10-08 18:51:18.437330,Windows,319,28.65,Low,0.61,5,1,Replace Fan
81477d2f,EU-West,2024-07-10 16:42:55.387187,45.8,73.28,62.06,18.85,381.06,43.23,3004,8,2024-02-23 16:42:55.387187,Red Hat,311,58.48,Low,0.99,10,1,Replace Disk
777a32e2,Asia-Pacific,2024-10-09 13:07:06.710710,53.02,57.42,74.28,25.39,446.52,25.89,2485,2,2024-06-25 13:07:06.710710,Ubuntu Server,310,54.11,Low,0.61,4,1,Replace Disk
2544ba25,EU-West,2024-07-20 21:34:04.734411,19.97,62.06,87.28,23.61,227.5,24.85,2629,1,2024-03-05 21:34:04.734411,Ubuntu Server,105,87.05,Low,0.38,2,0,None
65c0041f,US-East,2024-09-15 00:33:13.645994,60.21,42.99,69.53,15.62,476.75,64.41,1357,5,2024-08-25 00:33:13.645994,Ubuntu Server,304,36.13,High,0.59,1,1,None
6af67fc8,EU-West,2024-05-26 12:35:56.858323,68.38,62.92,86.87,17.15,235.65,35.62,2870,8,2024-04-13 12:35:56.858323,Ubuntu Server,60,28.57,High,0.64,2,0,Upgrade RAM
00d763a6,US-West,2024-09-03 14:53:54.179730,42.51,61.44,71.81,23.92,496.47,50.38,4903,4,2024-06-13 14:53:54.179730,MacOS,250,78.96,Low,0.61,3,1,Upgrade RAM
708926c2,US-West,2024-10-28 10:10:41.400376,39.06,66.31,40.88,19.63,273.71,27.99,2492,6,2024-09-11 10:10:41.400376,Red Hat,179,67.15,Low,0.6,4,0,None
d77b7c59,Asia-Pacific,2024-12-15 23:24:16.426636,53.51,55.01,41.71,19.59,340.42,36.06,3514,7,2024-09-10 23:24:16.426636,Windows,61,80.77,Medium,0.51,1,1,None
119b2acb,US-West,2024-08-05 06:31:54.516242,45.1,44.33,76.11,14.64,480.16,16.72,1379,2,2024-03-12 06:31:54.516242,MacOS,260,88.56,High,0.73,8,1,Upgrade RAM
1350fa7a,US-East,2024-05-16 16:18:33.022853,78.34,72.78,86.92,14.67,463.88,45.78,2656,6,2023-11-18 16:18:33.022853,MacOS,189,41.2,Medium,0.72,2,1,Replace Disk
70b4c367,US-West,2025-03-04 01:22:30.839304,42.22,36.75,62.26,27.05,388.61,41.37,2886,4,2024-11-03 01:22:30.839304,Red Hat,34,54.59,High,0.78,8,1,Software Update
f6c6bb81,Asia-Pacific,2024-09-18 08:13:28.921116,73.0,76.1,29.37,26.21,349.74,43.79,4267,6,2024-07-27 08:13:28.921116,MacOS,361,33.89,Low,0.7,2,1,Replace Fan
95613a27,EU-West,2024-06-01 02:09:01.906783,84.87,50.47,31.99,19.56,482.82,45.43,1039,6,2024-04-16 02:09:01.906783,Ubuntu Server,8,41.71,Medium,0.7,2,0,Upgrade RAM
520550e0,US-West,2025-02-17 13:57:55.396747,54.98,67.16,68.09,16.51,370.25,34.61,4889,9,2024-08-26 13:57:55.396747,Windows,305,72.83,Medium,0.64,3,1,Check Network
4de25b8f,Asia-Pacific,2024-08-25 11:48:43.891300,75.82,34.15,72.18,25.38,326.29,36.06,4431,9,2024-06-06 11:48:43.891300,Windows,344,32.96,Low,0.97,9,1,Check Network
a6a71dba,EU-West,2024-05-12 21:28:42.058877,71.81,67.96,62.38,26.44,298.45,40.0,3572,8,2024-01-03 21:28:42.058877,Linux,17,40.1,Low,0.88,6,0,Upgrade RAM
0c1ae327,EU-West,2024-04-05 09:58:42.228883,53.58,67.38,85.59,21.71,352.75,66.62,4550,6,2024-02-15 09:58:42.228883,Ubuntu Server,81,87.01,High,0.87,6,1,Replace Disk
a1b6d4ee,US-West,2024-08-05 19:56:20.512086,28.59,56.57,71.21,14.51,328.13,49.33,4034,5,2024-05-20 19:56:20.512086,Ubuntu Server,268,81.2,High,0.9,10,1,Upgrade RAM
2aa507ce,US-West,2024-07-27 18:58:21.014336,57.74,67.14,81.15,14.73,474.01,38.85,3668,8,2024-07-13 18:58:21.014336,Ubuntu Server,35,29.51,Medium,0.61,2,1,Replace Fan
ed066b59,Asia-Pacific,2024-07-12 13:14:17.528154,54.46,47.01,75.46,19.9,456.13,52.18,3727,6,2024-06-04 13:14:17.528154,Linux,143,61.62,High,0.79,6,0,Software Update
c6307a12,US-West,2025-02-22 05:53:53.946853,36.81,62.44,94.39,13.49,468.94,34.94,2480,2,2024-09-10 05:53:53.946853,Ubuntu Server,145,26.17,Low,0.73,7,0,Replace Disk
78f69427,Asia-Pacific,2025-01-08 05:56:38.774888,30.13,62.37,93.56,18.12,286.92,38.04,2725,1,2024-09-06 05:56:38.774888,Red Hat,225,53.25,Medium,0.41,1,0,None
2fb843ed,Asia-Pacific,2025-01-14 15:24:57.452033,66.1,65.62,82.88,23.17,270.4,33.96,2745,3,2024-09-12 15:24:57.452033,Ubuntu Server,231,71.96,High,0.86,7,1,Replace Fan
26b35b53,Asia-Pacific,2025-01-13 16:51:42.847131,34.96,47.91,42.38,20.09,305.58,51.78,4297,4,2024-08-27 16:51:42.847131,Ubuntu Server,129,31.43,Low,0.76,7,1,Check Network
967e863f,US-West,2024-06-19 11:32:26.625122,43.05,58.06,85.37,22.05,301.29,46.52,2476,8,2024-06-08 11:32:26.625122,Red Hat,250,32.66,Medium,0.56,2,1,None
deae18e7,Asia-Pacific,2025-03-06 13:43:27.955364,41.42,54.25,68.12,26.69,208.65,36.67,4423,8,2025-01-09 13:43:27.955364,Windows,195,64.33,Medium,0.52,2,1,None
960d4c79,US-East,2024-07-10 02:21:28.162246,52.52,60.49,46.67,21.55,211.53,32.09,4237,4,2024-02-14 02:21:28.162246,Red Hat,53,25.84,Medium,0.79,7,1,Replace Fan
c8076ec6,US-West,2024-11-13 07:55:59.626338,59.67,75.22,65.38,22.19,379.66,48.36,4301,7,2024-11-03 07:55:59.626338,MacOS,148,42.64,Low,0.71,3,1,Check Network
f6f34137,Asia-Pacific,2024-09-08 16:02:58.013133,65.26,57.34,71.19,28.02,237.59,44.52,4493,6,2024-08-25 16:02:58.013133,Red Hat,66,81.76,Low,0.63,2,1,Upgrade RAM
463d67f0,Asia-Pacific,2024-08-20 10:57:31.722538,57.29,53.83,29.39,26.48,277.98,40.3,2401,13,2024-04-18 10:57:31.722538,Red Hat,58,47.75,Medium,0.81,6,1,Check Network
c96a0f55,Asia-Pacific,2024-08-29 21:42:02.024944,33.6,58.7,69.09,10.5,374.99,33.09,2900,5,2024-05-07 21:42:02.024944,MacOS,131,84.78,Medium,0.77,8,1,Upgrade RAM
e3019828,US-East,2024-04-10 21:47:41.684888,29.41,68.02,53.02,26.73,430.74,41.82,4837,3,2024-03-02 21:47:41.684888,Linux,356,26.34,Low,0.44,1,0,None
bd26a3d2,US-West,2024-06-15 22:43:07.379771,62.15,76.99,61.25,22.64,410.36,29.84,3521,5,2024-02-29 22:43:07.379771,Windows,119,88.73,Medium,0.66,3,1,Upgrade RAM
7f111bfd,EU-West,2025-02-06 13:13:54.628504,53.07,49.03,33.65,18.6,329.38,50.34,3087,9,2025-01-22 13:13:54.628504,MacOS,153,50.4,High,0.55,1,1,None
9a0c7f34,US-West,2024-12-28 19:39:25.867901,63.66,55.77,63.95,16.52,419.86,52.95,1613,9,2024-10-16 19:39:25.867901,Red Hat,61,38.76,Low,0.61,1,1,Upgrade RAM
367fa5d9,US-East,2024-12-29 09:55:39.245631,60.02,63.48,45.3,17.29,395.0,44.41,1657,4,2024-10-02 09:55:39.245631,MacOS,71,21.24,High,0.92,8,1,Software Update
13cb2c8f,US-West,2024-04-03 06:22:58.599974,41.04,48.62,30.71,20.47,445.86,39.28,1288,1,2024-02-01 06:22:58.599974,MacOS,72,82.21,Low,0.78,8,1,Software Update
bfea37a0,EU-West,2024-12-07 20:27:36.050856,58.95,64.91,89.71,16.25,481.83,39.49,4032,4,2024-08-11 20:27:36.050856,Red Hat,204,20.24,Medium,0.55,1,0,None
a2c47585,US-East,2025-01-11 03:21:43.546654,31.34,74.98,89.5,16.0,364.3,34.57,3046,5,2024-11-03 03:21:43.546654,Windows,141,32.97,Low,0.9,10,0,Replace Disk
5ae0c9cf,EU-West,2025-03-25 09:52:47.972656,70.66,65.62,30.32,22.69,453.28,32.94,1724,2,2024-12-10 09:52:47.972656,Red Hat,364,72.19,High,0.87,7,1,Upgrade RAM
52127605,EU-West,2024-04-28 13:27:26.964547,66.1,65.16,41.86,13.92,385.98,50.69,3430,6,2024-01-25 13:27:26.964547,MacOS,211,71.14,High,1.0,9,1,Replace Disk
89dae76f,EU-West,2024-10-30 17:03:17.893970,47.72,67.41,65.35,22.95,284.91,33.49,4134,4,2024-06-09 17:03:17.893970,Linux,325,35.88,Low,0.84,8,0,Upgrade RAM
e5052e68,US-West,2024-03-31 21:19:14.167008,62.65,59.41,82.06,27.12,215.72,24.03,4194,3,2024-03-05 21:19:14.167008,Ubuntu Server,329,72.44,High,0.7,5,1,Software Update
033f0f87,US-East,2024-07-16 07:32:40.861251,24.83,56.98,87.98,21.47,322.62,44.73,1089,4,2024-06-23 07:32:40.861251,Red Hat,242,41.57,Medium,0.46,2,1,None
07bc09bf,US-West,2024-12-06 00:06:28.019951,47.84,68.34,64.5,24.85,274.19,40.52,4357,6,2024-06-19 00:06:28.019951,Red Hat,211,69.27,High,0.97,10,1,Replace Fan
f762d6bb,US-West,2024-10-16 04:38:33.202576,39.53,52.32,39.48,25.67,261.61,50.73,2580,4,2024-08-04 04:38:33.202576,Red Hat,175,30.61,Medium,0.78,7,0,Replace Fan
1211d501,US-East,2024-12-13 09:22:56.701042,52.57,65.3,75.2,24.05,289.75,35.0,1892,3,2024-06-25 09:22:56.701042,Ubuntu Server,21,30.33,High,0.56,2,0,None
b420d6be,US-West,2025-02-09 11:00:30.484589,41.68,75.68,66.66,18.68,494.61,51.19,4100,3,2024-12-21 11:00:30.484589,Linux,99,89.07,Medium,0.68,4,1,Software Update
071e45cb,EU-West,2024-05-20 21:58:28.982572,47.16,51.95,22.27,25.06,419.07,43.47,4701,2,2024-03-01 21:58:28.982572,Ubuntu Server,350,86.62,High,0.83,8,1,Upgrade RAM
cdddd77e,EU-West,2025-03-22 17:19:05.401255,52.72,52.28,81.92,16.17,328.09,46.89,3180,1,2024-10-13 17:19:05.401255,Red Hat,178,31.58,Low,0.56,2,1,None
415f7c36,US-West,2024-04-14 22:25:54.960208,46.86,64.6,23.13,23.69,256.99,31.74,1448,4,2023-12-10 22:25:54.960208,Ubuntu Server,113,24.85,High,0.68,5,1,Software Update
be844098,US-East,2024-09-22 14:41:32.673033,36.37,53.02,83.79,17.44,471.14,47.71,2057,3,2024-05-29 14:41:32.673033,Windows,167,25.02,Medium,0.51,2,1,None
8c1ed668,US-West,2024-05-27 15:24:49.740298,43.37,70.36,67.6,31.43,498.64,62.17,3780,3,2023-12-04 15:24:49.740298,Red Hat,37,64.38,Low,0.86,7,1,Replace Disk
21d2bf19,US-East,2024-06-23 12:57:22.880462,48.44,56.43,78.14,26.73,419.72,31.21,3801,3,2024-02-08 12:57:22.880462,Linux,330,29.8,High,0.61,4,1,Software Update
3f38ec73,EU-West,2024-03-30 18:12:09.077393,42.02,60.92,75.64,21.16,457.59,45.82,2614,5,2023-11-08 18:12:09.077393,Windows,179,30.29,Medium,0.55,2,1,None
9bfcc245,Asia-Pacific,2025-01-24 03:04:54.984221,68.21,50.57,59.19,10.79,465.71,58.15,2750,9,2024-11-11 03:04:54.984221,Linux,163,54.67,Medium,0.88,6,1,Replace Fan
6876b870,Asia-Pacific,2024-03-26 23:44:49.351084,36.66,65.94,27.95,28.34,342.01,49.42,4524,3,2024-01-31 23:44:49.351084,Red Hat,279,26.67,Medium,0.94,10,1,Check Network
c4d88d45,US-East,2024-04-27 02:50:12.507568,43.37,69.53,64.03,22.42,453.35,40.88,3757,5,2023-12-16 02:50:12.507568,Linux,347,87.25,Medium,0.71,5,0,Replace Fan
fe9bac8d,US-East,2024-05-03 06:58:38.604120,25.32,64.45,72.49,16.2,401.36,62.32,2077,1,2024-02-21 06:58:38.604120,MacOS,216,69.61,Medium,0.67,5,1,Replace Disk
2185f45c,US-East,2024-08-14 03:34:00.183384,72.33,54.49,32.09,19.99,487.45,46.51,4836,6,2024-05-18 03:34:00.183384,Ubuntu Server,230,73.34,High,0.71,3,1,Upgrade RAM
79b2f26b,Asia-Pacific,2025-01-27 22:59:29.103604,59.76,50.83,58.02,20.52,205.76,50.51,2550,11,2024-09-06 22:59:29.103604,MacOS,116,85.43,Medium,0.99,9,1,Check Network
5bf2e80a,US-West,2024-08-21 07:10:42.136917,49.39,58.62,40.92,16.0,360.53,46.93,3791,5,2024-07-30 07:10:42.136917,Red Hat,87,67.37,Medium,0.53,1,0,None
f2e557d5,US-East,2024-06-08 14:20:16.650687,55.73,73.87,23.49,23.88,268.45,34.01,1410,7,2024-05-31 14:20:16.650687,MacOS,144,33.34,High,1.0,10,1,Check Network
4de138df,US-West,2025-01-18 06:54:09.221689,46.15,72.57,53.57,20.69,434.88,39.98,1772,5,2024-12-03 06:54:09.221689,Linux,191,71.54,High,0.62,3,1,Check Network
29ccf15e,US-West,2025-01-31 19:10:26.670110,26.11,54.82,84.31,22.07,304.81,49.61,2987,3,2024-10-27 19:10:26.670110,MacOS,252,83.95,High,0.67,6,1,Upgrade RAM
733ca4cc,US-West,2024-09-01 13:41:36.789148,41.11,51.47,71.54,24.95,483.43,53.94,4221,2,2024-05-16 13:41:36.789148,Ubuntu Server,45,68.88,Medium,0.49,1,1,None
d25c295e,US-East,2024-10-29 03:06:46.658664,47.4,73.16,56.27,20.08,481.25,49.49,3990,4,2024-09-19 03:06:46.658664,MacOS,337,30.69,High,0.75,5,1,Replace Disk
0aa04b72,EU-West,2024-11-10 19:09:23.188180,51.45,62.56,29.23,22.61,392.29,33.46,3059,3,2024-06-11 19:09:23.188180,MacOS,49,63.45,Medium,0.74,6,1,Check Network
57782e3d,US-East,2025-02-16 13:34:24.368414,34.5,53.93,82.35,19.41,436.29,31.18,1248,3,2025-02-01 13:34:24.368414,Linux,38,68.9,High,0.55,4,1,None
ab5bd119,US-West,2025-02-14 19:06:19.222831,58.69,49.25,32.15,18.55,303.53,33.73,2161,4,2024-12-07 19:06:19.222831,Ubuntu Server,243,59.07,Low,0.65,4,1,Replace Fan
f6f93805,Asia-Pacific,2025-02-26 23:47:57.652747,46.96,68.53,65.59,16.98,374.4,44.38,1367,9,2024-12-30 23:47:57.652747,Red Hat,365,61.93,Low,0.79,6,1,Software Update
4cb11896,EU-West,2024-10-02 18:30:05.752881,35.34,72.98,71.87,13.84,270.25,33.72,4632,3,2024-07-27 18:30:05.752881,Windows,365,70.39,Medium,0.65,5,0,Upgrade RAM
f213a9c9,Asia-Pacific,2025-03-22 22:28:07.872603,58.24,69.37,70.93,16.71,322.13,37.35,4983,8,2025-02-26 22:28:07.872603,Windows,43,41.07,Low,0.77,5,0,Replace Disk
